movement_id,document_id,event_time,movement_type,sku,batch_id,location_id,quantity,order_line_id,receipt_id
M001969,D001969,2026-07-18 14:00:00,ISSUE,SKU019,B0049,L019,4,O01849,
M001970,D001970,2026-07-18 14:00:00,ISSUE,SKU024,B0076,L024,6,O01850,
M001971,D001971,2026-07-18 14:00:00,ISSUE,SKU027,B0078,L027,6,O01851,
M001972,D001972,2026-07-18 14:00:00,ISSUE,SKU028,B0079,L028,3,O01852,
M001973,D001973,2026-07-18 14:00:00,ISSUE,SKU002,B0109,L002,8,O01853,
M001974,D001974,2026-07-18 14:00:00,ISSUE,SKU003,B0110,L003,2,O01854,
M001975,D001975,2026-07-18 14:00:00,ISSUE,SKU004,B0062,L004,6,O01855,
M001976,D001976,2026-07-18 14:00:00,ISSUE,SKU005,B0112,L005,8,O01856,
M001977,D001977,2026-07-18 14:00:00,ISSUE,SKU009,B0100,L009,3,O01857,
M001978,D001978,2026-07-18 14:00:00,ISSUE,SKU015,B0116,L015,5,O01858,
M001979,D001979,2026-07-18 14:00:00,ISSUE,SKU017,B0088,L017,2,O01859,
M001980,D001980,2026-07-18 14:00:00,ISSUE,SKU024,B0076,L024,3,O01860,
M001981,D001981,2026-07-18 14:00:00,ISSUE,SKU002,B0109,L002,5,O01862,
M001982,D001982,2026-07-18 14:00:00,ISSUE,SKU005,B0112,L005,7,O01863,
M001983,D001983,2026-07-18 14:00:00,ISSUE,SKU006,B0113,L006,9,O01864,
M001984,D001984,2026-07-18 14:00:00,ISSUE,SKU012,B0102,L012,2,O01865,
M001985,D001985,2026-07-18 14:00:00,ISSUE,SKU014,B0103,L014,5,O01866,
M001986,D001986,2026-07-18 14:00:00,ISSUE,SKU017,B0088,L017,5,O01867,
M001987,D001987,2026-07-18 14:00:00,ISSUE,SKU021,B0073,L021,5,O01868,
M001988,D001988,2026-07-18 14:00:00,ISSUE,SKU023,B0075,L023,7,O01869,
M001989,D001989,2026-07-18 14:00:00,ISSUE,SKU002,B0109,L002,4,O01870,
M001990,D001990,2026-07-18 14:00:00,ISSUE,SKU003,B0110,L003,4,O01871,
M001991,D001991,2026-07-18 14:00:00,ISSUE,SKU006,B0113,L006,6,O01872,
M001992,D001992,2026-07-18 14:00:00,ISSUE,SKU009,B0100,L009,6,O01873,
M001993,D001993,2026-07-18 14:00:00,ISSUE,SKU011,B0101,L011,1,O01874,
M001994,D001994,2026-07-18 14:00:00,ISSUE,SKU017,B0088,L017,4,O01875,
M001995,D001995,2026-07-18 14:00:00,ISSUE,SKU025,B0077,L025,6,O01876,
M001996,D001996,2026-07-19 14:00:00,ISSUE,SKU003,B0110,L003,1,O01878,
M001997,D001997,2026-07-19 14:00:00,ISSUE,SKU004,B0062,L004,2,O01879,
M001998,D001998,2026-07-19 14:00:00,ISSUE,SKU005,B0112,L005,3,O01880,
M001999,D001999,2026-07-19 14:00:00,ISSUE,SKU006,B0113,L006,5,O01881,
M002000,D002000,2026-07-19 14:00:00,ISSUE,SKU008,B0038,L008,2,O01882,
M002001,D002001,2026-07-19 14:00:00,ISSUE,SKU014,B0103,L014,3,O01883,
M002002,D002002,2026-07-19 14:00:00,ISSUE,SKU002,B0109,L002,3,O01885,
M002003,D002003,2026-07-19 14:00:00,ISSUE,SKU005,B0112,L005,4,O01886,
M002004,D002004,2026-07-19 14:00:00,ISSUE,SKU006,B0113,L006,1,O01887,
M002005,D002005,2026-07-19 14:00:00,ISSUE,SKU015,B0116,L015,5,O01888,
M002006,D002006,2026-07-19 14:00:00,ISSUE,SKU021,B0073,L021,5,O01889,
M002007,D002007,2026-07-19 14:00:00,ISSUE,SKU027,B0078,L027,4,O01890,
M002008,D002008,2026-07-19 14:00:00,ISSUE,SKU003,B0110,L003,8,O01891,
M002009,D002009,2026-07-19 14:00:00,ISSUE,SKU004,B0062,L004,5,O01892,
M002010,D002010,2026-07-19 14:00:00,ISSUE,SKU005,B0112,L005,5,O01893,
M002011,D002011,2026-07-19 14:00:00,ISSUE,SKU007,B0007,L007,2,O01895,
M002012,D002012,2026-07-19 14:00:00,ISSUE,SKU013,B0013,L013,3,O01896,
M002013,D002013,2026-07-19 14:00:00,ISSUE,SKU022,B0074,L022,2,O01897,
M002014,D002014,2026-07-19 14:00:00,ISSUE,SKU024,B0076,L024,2,O01898,
M002015,D002015,2026-07-19 14:00:00,ISSUE,SKU025,B0077,L025,8,O01899,
M002016,D002016,2026-07-19 14:00:00,ISSUE,SKU002,B0109,L002,9,O01900,
M002017,D002017,2026-07-19 14:00:00,ISSUE,SKU004,B0062,L004,4,O01901,
M002018,D002018,2026-07-19 14:00:00,ISSUE,SKU004,B0111,L004,3,O01901,
M002019,D002019,2026-07-19 14:00:00,ISSUE,SKU005,B0112,L005,9,O01902,
M002020,D002020,2026-07-19 14:00:00,ISSUE,SKU008,B0038,L008,4,O01903,
M002021,D002021,2026-07-19 14:00:00,ISSUE,SKU014,B0103,L014,7,O01904,
M002022,D002022,2026-07-19 14:00:00,ISSUE,SKU017,B0088,L017,4,O01905,
M002023,D002023,2026-07-19 14:00:00,ISSUE,SKU019,B0049,L019,9,O01906,
M002024,D002024,2026-07-19 14:00:00,ISSUE,SKU020,B0090,L020,9,O01907,
M002025,D002025,2026-07-19 14:00:00,ISSUE,SKU023,B0075,L023,2,O01908,
M002026,D002026,2026-07-19 14:00:00,ISSUE,SKU024,B0076,L024,9,O01909,
M002027,D002027,2026-07-19 14:00:00,ISSUE,SKU003,B0110,L003,1,O01911,
M002028,D002028,2026-07-19 14:00:00,ISSUE,SKU004,B0111,L004,6,O01912,
M002029,D002029,2026-07-19 14:00:00,ISSUE,SKU005,B0112,L005,1,O01913,
M002030,D002030,2026-07-19 14:00:00,ISSUE,SKU013,B0013,L013,4,O01914,
M002031,D002031,2026-07-19 14:00:00,ISSUE,SKU020,B0090,L020,1,O01915,
M002032,D002032,2026-07-19 14:00:00,ISSUE,SKU022,B0074,L022,6,O01916,
M002033,D002033,2026-07-19 14:00:00,ISSUE,SKU023,B0075,L023,4,O01917,
M002034,D002034,2026-07-20 14:00:00,ISSUE,SKU002,B0109,L002,2,O01919,
M002035,D002035,2026-07-20 14:00:00,ISSUE,SKU004,B0111,L004,1,O01921,
M002036,D002036,2026-07-20 14:00:00,ISSUE,SKU027,B0078,L027,4,O01922,
M002037,D002037,2026-07-20 14:00:00,ISSUE,SKU004,B0111,L004,2,O01924,
M002038,D002038,2026-07-20 14:00:00,ISSUE,SKU005,B0112,L005,1,O01925,
M002039,D002039,2026-07-20 14:00:00,ISSUE,SKU011,B0101,L011,2,O01927,
M002040,D002040,2026-07-20 14:00:00,ISSUE,SKU014,B0103,L014,1,O01928,
M002041,D002041,2026-07-20 14:00:00,ISSUE,SKU015,B0116,L015,1,O01929,
M002042,D002042,2026-07-20 14:00:00,ISSUE,SKU022,B0074,L022,2,O01930,
M002043,D002043,2026-07-20 14:00:00,ISSUE,SKU024,B0076,L024,3,O01931,
M002044,D002044,2026-07-20 14:00:00,ISSUE,SKU026,B0056,L026,1,O01932,
M002045,D002045,2026-07-20 14:00:00,ISSUE,SKU028,B0079,L028,4,O01933,
M002046,D002046,2026-07-20 14:00:00,ISSUE,SKU029,B0029,L029,4,O01934,
M002047,D002047,2026-07-20 14:00:00,ISSUE,SKU007,B0007,L007,4,O01937,
M002048,D002048,2026-07-20 14:00:00,ISSUE,SKU009,B0100,L009,4,O01938,
M002049,D002049,2026-07-20 14:00:00,ISSUE,SKU013,B0013,L013,5,O01939,
M002050,D002050,2026-07-20 14:00:00,ISSUE,SKU014,B0103,L014,2,O01940,
M002051,D002051,2026-07-20 14:00:00,ISSUE,SKU019,B0049,L019,2,O01941,
M002052,D002052,2026-07-20 14:00:00,ISSUE,SKU020,B0090,L020,6,O01942,
M002053,D002053,2026-07-20 14:00:00,ISSUE,SKU021,B0073,L021,1,O01943,
M002054,D002054,2026-07-20 14:00:00,ISSUE,SKU022,B0074,L022,4,O01944,
M002055,D002055,2026-07-20 14:00:00,ISSUE,SKU022,B0106,L022,1,O01944,
M002056,D002056,2026-07-20 14:00:00,ISSUE,SKU025,B0077,L025,1,O01945,
M002057,D002057,2026-07-20 14:00:00,ISSUE,SKU025,B0091,L025,4,O01945,
M002058,D002058,2026-07-20 14:00:00,ISSUE,SKU004,B0111,L004,4,O01947,
M002059,D002059,2026-07-20 14:00:00,ISSUE,SKU007,B0007,L007,3,O01948,
M002060,D002060,2026-07-20 14:00:00,ISSUE,SKU009,B0100,L009,6,O01949,
M002061,D002061,2026-07-20 14:00:00,ISSUE,SKU015,B0116,L015,6,O01950,
M002062,D002062,2026-07-20 14:00:00,ISSUE,SKU017,B0088,L017,1,O01951,
M002063,D002063,2026-07-20 14:00:00,ISSUE,SKU018,B0089,L018,6,O01952,
M002064,D002064,2026-07-20 14:00:00,ISSUE,SKU020,B0090,L020,7,O01953,
M002065,D002065,2026-07-20 14:00:00,ISSUE,SKU023,B0075,L023,7,O01954,
M002066,D002066,2026-07-20 14:00:00,ISSUE,SKU027,B0078,L027,3,O01955,
M002067,D002067,2026-07-20 14:00:00,ISSUE,SKU002,B0109,L002,2,O01956,
M002068,D002068,2026-07-20 14:00:00,ISSUE,SKU004,B0111,L004,1,O01957,
M002069,D002069,2026-07-20 14:00:00,ISSUE,SKU011,B0101,L011,1,O01959,
M002070,D002070,2026-07-20 14:00:00,ISSUE,SKU017,B0088,L017,4,O01960,
M002071,D002071,2026-07-20 14:00:00,ISSUE,SKU019,B0049,L019,4,O01961,
M002072,D002072,2026-07-20 14:00:00,ISSUE,SKU025,B0091,L025,3,O01962,
M002073,D002073,2026-07-20 14:00:00,ISSUE,SKU027,B0078,L027,2,O01963,
M002074,D002074,2026-07-21 08:00:00,RECEIPT,SKU002,B0122,L002,85,,R0092
M002075,D002075,2026-07-21 08:00:00,RECEIPT,SKU003,B0123,L003,99,,R0093
M002076,D002076,2026-07-21 08:00:00,RECEIPT,SKU004,B0124,L004,77,,R0094
M002077,D002077,2026-07-21 08:00:00,RECEIPT,SKU005,B0125,L005,65,,R0095
M002078,D002078,2026-07-21 08:00:00,RECEIPT,SKU006,B0126,L006,93,,R0096
M002079,D002079,2026-07-21 08:00:00,RECEIPT,SKU007,B0127,L007,91,,R0097
M002080,D002080,2026-07-21 08:00:00,RECEIPT,SKU008,B0128,L008,88,,R0098
M002081,D002081,2026-07-21 08:00:00,RECEIPT,SKU009,B0129,L009,83,,R0099
M002082,D002082,2026-07-21 08:00:00,RECEIPT,SKU011,B0130,L011,85,,R0100
M002083,D002083,2026-07-21 08:00:00,RECEIPT,SKU016,B0131,L016,97,,R0101
M002084,D002084,2026-07-21 08:00:00,RECEIPT,SKU017,B0132,L017,98,,R0102
M002085,D002085,2026-07-21 08:00:00,RECEIPT,SKU020,B0133,L020,93,,R0103
M002086,D002086,2026-07-21 08:00:00,RECEIPT,SKU024,B0134,L024,84,,R0104
M002087,D002087,2026-07-21 08:00:00,RECEIPT,SKU025,B0135,L025,62,,R0105
M002088,D002088,2026-07-21 08:00:00,RECEIPT,SKU026,B0136,L026,93,,R0106
M002089,D002089,2026-07-21 08:00:00,RECEIPT,SKU027,B0137,L027,70,,R0107
M002090,D002090,2026-07-21 14:00:00,ISSUE,SKU003,B0123,L003,1,O01964,
M002091,D002091,2026-07-21 14:00:00,ISSUE,SKU004,B0124,L004,1,O01965,
M002092,D002092,2026-07-21 14:00:00,ISSUE,SKU005,B0125,L005,3,O01966,
M002093,D002093,2026-07-21 14:00:00,ISSUE,SKU006,B0126,L006,4,O01967,
M002094,D002094,2026-07-21 14:00:00,ISSUE,SKU017,B0088,L017,2,O01968,
M002095,D002095,2026-07-21 14:00:00,ISSUE,SKU021,B0073,L021,2,O01969,
M002096,D002096,2026-07-21 14:00:00,ISSUE,SKU022,B0106,L022,2,O01970,
M002097,D002097,2026-07-21 14:00:00,ISSUE,SKU004,B0124,L004,4,O01971,
M002098,D002098,2026-07-21 14:00:00,ISSUE,SKU005,B0125,L005,4,O01972,
M002099,D002099,2026-07-21 14:00:00,ISSUE,SKU006,B0126,L006,2,O01973,
M002100,D002100,2026-07-21 14:00:00,ISSUE,SKU008,B0038,L008,2,O01974,
M002101,D002101,2026-07-21 14:00:00,ISSUE,SKU013,B0013,L013,4,O01975,
M002102,D002102,2026-07-21 14:00:00,ISSUE,SKU023,B0075,L023,4,O01976,
M002103,D002103,2026-07-21 14:00:00,ISSUE,SKU028,B0079,L028,3,O01977,
M002104,D002104,2026-07-21 14:00:00,ISSUE,SKU002,B0109,L002,6,O01979,
M002105,D002105,2026-07-21 14:00:00,ISSUE,SKU004,B0124,L004,5,O01980,
M002106,D002106,2026-07-21 14:00:00,ISSUE,SKU009,B0129,L009,1,O01981,
M002107,D002107,2026-07-21 14:00:00,ISSUE,SKU019,B0049,L019,2,O01982,
M002108,D002108,2026-07-21 14:00:00,ISSUE,SKU021,B0073,L021,4,O01983,
M002109,D002109,2026-07-21 14:00:00,ISSUE,SKU022,B0106,L022,2,O01984,
M002110,D002110,2026-07-21 14:00:00,ISSUE,SKU028,B0079,L028,1,O01985,
M002111,D002111,2026-07-21 14:00:00,ISSUE,SKU002,B0109,L002,6,O01986,
M002112,D002112,2026-07-21 14:00:00,ISSUE,SKU003,B0123,L003,7,O01987,
M002113,D002113,2026-07-21 14:00:00,ISSUE,SKU004,B0124,L004,7,O01988,
M002114,D002114,2026-07-21 14:00:00,ISSUE,SKU006,B0126,L006,4,O01989,
M002115,D002115,2026-07-21 14:00:00,ISSUE,SKU015,B0116,L015,1,O01990,
M002116,D002116,2026-07-21 14:00:00,ISSUE,SKU016,B0131,L016,7,O01991,
M002117,D002117,2026-07-21 14:00:00,ISSUE,SKU026,B0056,L026,3,O01992,
M002118,D002118,2026-07-21 14:00:00,ISSUE,SKU002,B0109,L002,4,O01994,
M002119,D002119,2026-07-21 14:00:00,ISSUE,SKU003,B0123,L003,2,O01995,
M002120,D002120,2026-07-21 14:00:00,ISSUE,SKU005,B0125,L005,1,O01996,
M002121,D002121,2026-07-21 14:00:00,ISSUE,SKU006,B0126,L006,3,O01997,
M002122,D002122,2026-07-21 14:00:00,ISSUE,SKU008,B0038,L008,3,O01998,
M002123,D002123,2026-07-21 14:00:00,ISSUE,SKU012,B0102,L012,4,O01999,
M002124,D002124,2026-07-21 14:00:00,ISSUE,SKU019,B0049,L019,1,O02000,
M002125,D002125,2026-07-21 14:00:00,ISSUE,SKU020,B0133,L020,1,O02001,
M002126,D002126,2026-07-21 14:00:00,ISSUE,SKU021,B0073,L021,2,O02002,
M002127,D002127,2026-07-21 14:00:00,ISSUE,SKU023,B0075,L023,1,O02003,
M002128,D002128,2026-07-21 14:00:00,ISSUE,SKU028,B0079,L028,4,O02004,
M002129,D002129,2026-07-22 14:00:00,ISSUE,SKU002,B0109,L002,2,O02006,
M002130,D002130,2026-07-22 14:00:00,ISSUE,SKU003,B0123,L003,4,O02007,
M002131,D002131,2026-07-22 14:00:00,ISSUE,SKU004,B0124,L004,2,O02008,
M002132,D002132,2026-07-22 14:00:00,ISSUE,SKU005,B0125,L005,3,O02009,
M002133,D002133,2026-07-22 14:00:00,ISSUE,SKU012,B0102,L012,1,O02010,
M002134,D002134,2026-07-22 14:00:00,ISSUE,SKU019,B0049,L019,4,O02011,
M002135,D002135,2026-07-22 14:00:00,ISSUE,SKU024,B0076,L024,4,O02012,
M002136,D002136,2026-07-22 14:00:00,ISSUE,SKU002,B0109,L002,3,O02014,
M002137,D002137,2026-07-22 14:00:00,ISSUE,SKU003,B0123,L003,2,O02015,
M002138,D002138,2026-07-22 14:00:00,ISSUE,SKU004,B0124,L004,4,O02016,
M002139,D002139,2026-07-22 14:00:00,ISSUE,SKU005,B0125,L005,1,O02017,
M002140,D002140,2026-07-22 14:00:00,ISSUE,SKU006,B0126,L006,5,O02018,
M002141,D002141,2026-07-22 14:00:00,ISSUE,SKU014,B0103,L014,3,O02019,
M002142,D002142,2026-07-22 14:00:00,ISSUE,SKU015,B0116,L015,2,O02020,
M002143,D002143,2026-07-22 14:00:00,ISSUE,SKU016,B0131,L016,2,O02021,
M002144,D002144,2026-07-22 14:00:00,ISSUE,SKU021,B0073,L021,3,O02022,
M002145,D002145,2026-07-22 14:00:00,ISSUE,SKU023,B0075,L023,1,O02023,
M002146,D002146,2026-07-22 14:00:00,ISSUE,SKU003,B0123,L003,4,O02025,
M002147,D002147,2026-07-22 14:00:00,ISSUE,SKU004,B0124,L004,2,O02026,
M002148,D002148,2026-07-22 14:00:00,ISSUE,SKU005,B0125,L005,5,O02027,
M002149,D002149,2026-07-22 14:00:00,ISSUE,SKU006,B0126,L006,6,O02028,
M002150,D002150,2026-07-22 14:00:00,ISSUE,SKU014,B0103,L014,2,O02029,
M002151,D002151,2026-07-22 14:00:00,ISSUE,SKU017,B0088,L017,6,O02030,
M002152,D002152,2026-07-22 14:00:00,ISSUE,SKU018,B0089,L018,2,O02031,
M002153,D002153,2026-07-22 14:00:00,ISSUE,SKU021,B0073,L021,1,O02032,
M002154,D002154,2026-07-22 14:00:00,ISSUE,SKU023,B0075,L023,6,O02033,
M002155,D002155,2026-07-22 14:00:00,ISSUE,SKU028,B0079,L028,6,O02034,
M002156,D002156,2026-07-22 14:00:00,ISSUE,SKU002,B0109,L002,3,O02035,
M002157,D002157,2026-07-22 14:00:00,ISSUE,SKU003,B0123,L003,6,O02036,
M002158,D002158,2026-07-22 14:00:00,ISSUE,SKU004,B0124,L004,7,O02037,
M002159,D002159,2026-07-22 14:00:00,ISSUE,SKU005,B0125,L005,3,O02038,
M002160,D002160,2026-07-22 14:00:00,ISSUE,SKU006,B0126,L006,6,O02039,
M002161,D002161,2026-07-22 14:00:00,ISSUE,SKU009,B0129,L009,6,O02040,
M002162,D002162,2026-07-22 14:00:00,ISSUE,SKU014,B0103,L014,4,O02041,
M002163,D002163,2026-07-22 14:00:00,ISSUE,SKU015,B0116,L015,6,O02042,
M002164,D002164,2026-07-22 14:00:00,ISSUE,SKU022,B0106,L022,7,O02043,
M002165,D002165,2026-07-22 14:00:00,ISSUE,SKU002,B0109,L002,4,O02044,
M002166,D002166,2026-07-22 14:00:00,ISSUE,SKU003,B0123,L003,4,O02045,
M002167,D002167,2026-07-22 14:00:00,ISSUE,SKU004,B0124,L004,4,O02046,
M002168,D002168,2026-07-22 14:00:00,ISSUE,SKU005,B0125,L005,2,O02047,
M002169,D002169,2026-07-22 14:00:00,ISSUE,SKU006,B0126,L006,4,O02048,
M002170,D002170,2026-07-22 14:00:00,ISSUE,SKU011,B0101,L011,1,O02049,
M002171,D002171,2026-07-22 14:00:00,ISSUE,SKU016,B0131,L016,1,O02050,
M002172,D002172,2026-07-22 14:00:00,ISSUE,SKU028,B0079,L028,4,O02051,
M002173,D002173,2026-07-23 14:00:00,ISSUE,SKU004,B0124,L004,1,O02053,
M002174,D002174,2026-07-23 14:00:00,ISSUE,SKU005,B0125,L005,2,O02054,
M002175,D002175,2026-07-23 14:00:00,ISSUE,SKU006,B0126,L006,2,O02055,
M002176,D002176,2026-07-23 14:00:00,ISSUE,SKU008,B0038,L008,2,O02056,
M002177,D002177,2026-07-23 14:00:00,ISSUE,SKU009,B0129,L009,3,O02057,
M002178,D002178,2026-07-23 14:00:00,ISSUE,SKU011,B0101,L011,3,O02058,
M002179,D002179,2026-07-23 14:00:00,ISSUE,SKU012,B0102,L012,3,O02059,
M002180,D002180,2026-07-23 14:00:00,ISSUE,SKU025,B0091,L025,2,O02060,
M002181,D002181,2026-07-23 14:00:00,ISSUE,SKU026,B0056,L026,1,O02061,
M002182,D002182,2026-07-23 14:00:00,ISSUE,SKU028,B0079,L028,2,O02062,
M002183,D002183,2026-07-23 14:00:00,ISSUE,SKU002,B0109,L002,5,O02064,
M002184,D002184,2026-07-23 14:00:00,ISSUE,SKU003,B0123,L003,3,O02065,
M002185,D002185,2026-07-23 14:00:00,ISSUE,SKU004,B0124,L004,4,O02066,
M002186,D002186,2026-07-23 14:00:00,ISSUE,SKU005,B0125,L005,1,O02067,
M002187,D002187,2026-07-23 14:00:00,ISSUE,SKU006,B0126,L006,5,O02068,
M002188,D002188,2026-07-23 14:00:00,ISSUE,SKU007,B0007,L007,5,O02069,
M002189,D002189,2026-07-23 14:00:00,ISSUE,SKU013,B0013,L013,2,O02070,
M002190,D002190,2026-07-23 14:00:00,ISSUE,SKU014,B0103,L014,1,O02071,
M002191,D002191,2026-07-23 14:00:00,ISSUE,SKU024,B0076,L024,4,O02072,
M002192,D002192,2026-07-23 14:00:00,ISSUE,SKU024,B0107,L024,1,O02072,
M002193,D002193,2026-07-23 14:00:00,ISSUE,SKU002,B0109,L002,3,O02073,
M002194,D002194,2026-07-23 14:00:00,ISSUE,SKU002,B0122,L002,2,O02073,
M002195,D002195,2026-07-23 14:00:00,ISSUE,SKU003,B0123,L003,5,O02074,
M002196,D002196,2026-07-23 14:00:00,ISSUE,SKU004,B0124,L004,1,O02075,
M002197,D002197,2026-07-23 14:00:00,ISSUE,SKU005,B0125,L005,2,O02076,
M002198,D002198,2026-07-23 14:00:00,ISSUE,SKU006,B0126,L006,4,O02077,
M002199,D002199,2026-07-23 14:00:00,ISSUE,SKU008,B0038,L008,1,O02078,
M002200,D002200,2026-07-23 14:00:00,ISSUE,SKU014,B0103,L014,4,O02079,
M002201,D002201,2026-07-23 14:00:00,ISSUE,SKU025,B0091,L025,4,O02080,
M002202,D002202,2026-07-23 14:00:00,ISSUE,SKU026,B0056,L026,2,O02081,
M002203,D002203,2026-07-23 14:00:00,ISSUE,SKU002,B0122,L002,3,O02083,
M002204,D002204,2026-07-23 14:00:00,ISSUE,SKU004,B0124,L004,7,O02084,
M002205,D002205,2026-07-23 14:00:00,ISSUE,SKU005,B0125,L005,6,O02085,
M002206,D002206,2026-07-23 14:00:00,ISSUE,SKU006,B0126,L006,4,O02086,
M002207,D002207,2026-07-23 14:00:00,ISSUE,SKU011,B0101,L011,4,O02087,
M002208,D002208,2026-07-23 14:00:00,ISSUE,SKU015,B0116,L015,7,O02088,
M002209,D002209,2026-07-23 14:00:00,ISSUE,SKU019,B0049,L019,4,O02089,
M002210,D002210,2026-07-23 14:00:00,ISSUE,SKU021,B0073,L021,3,O02090,
M002211,D002211,2026-07-23 14:00:00,ISSUE,SKU022,B0106,L022,1,O02091,
M002212,D002212,2026-07-23 14:00:00,ISSUE,SKU025,B0091,L025,1,O02092,
M002213,D002213,2026-07-23 14:00:00,ISSUE,SKU027,B0078,L027,4,O02093,
M002214,D002214,2026-07-23 14:00:00,ISSUE,SKU002,B0122,L002,4,O02095,
M002215,D002215,2026-07-23 14:00:00,ISSUE,SKU003,B0123,L003,2,O02096,
M002216,D002216,2026-07-23 14:00:00,ISSUE,SKU005,B0125,L005,4,O02097,
M002217,D002217,2026-07-23 14:00:00,ISSUE,SKU006,B0126,L006,3,O02098,
M002218,D002218,2026-07-23 14:00:00,ISSUE,SKU009,B0129,L009,4,O02099,
M002219,D002219,2026-07-23 14:00:00,ISSUE,SKU012,B0102,L012,4,O02100,
M002220,D002220,2026-07-23 14:00:00,ISSUE,SKU013,B0013,L013,3,O02101,
M002221,D002221,2026-07-23 14:00:00,ISSUE,SKU015,B0116,L015,3,O02102,
M002222,D002222,2026-07-23 14:00:00,ISSUE,SKU016,B0131,L016,4,O02103,
M002223,D002223,2026-07-23 14:00:00,ISSUE,SKU018,B0089,L018,4,O02104,
M002224,D002224,2026-07-23 14:00:00,ISSUE,SKU021,B0073,L021,4,O02105,
M002225,D002225,2026-07-23 14:00:00,ISSUE,SKU023,B0075,L023,3,O02106,
M002226,D002226,2026-07-23 14:00:00,ISSUE,SKU027,B0078,L027,3,O02107,
M002227,D002227,2026-07-24 14:00:00,ISSUE,SKU002,B0122,L002,1,O02108,
M002228,D002228,2026-07-24 14:00:00,ISSUE,SKU003,B0123,L003,2,O02109,
M002229,D002229,2026-07-24 14:00:00,ISSUE,SKU004,B0124,L004,3,O02110,
M002230,D002230,2026-07-24 14:00:00,ISSUE,SKU007,B0007,L007,2,O02111,
M002231,D002231,2026-07-24 14:00:00,ISSUE,SKU011,B0101,L011,2,O02112,
M002232,D002232,2026-07-24 14:00:00,ISSUE,SKU012,B0102,L012,3,O02113,
M002233,D002233,2026-07-24 14:00:00,ISSUE,SKU016,B0131,L016,1,O02114,
M002234,D002234,2026-07-24 14:00:00,ISSUE,SKU023,B0075,L023,4,O02115,
M002235,D002235,2026-07-24 14:00:00,ISSUE,SKU027,B0078,L027,3,O02116,
M002236,D002236,2026-07-24 14:00:00,ISSUE,SKU002,B0122,L002,1,O02118,
M002237,D002237,2026-07-24 14:00:00,ISSUE,SKU003,B0123,L003,4,O02119,
M002238,D002238,2026-07-24 14:00:00,ISSUE,SKU004,B0124,L004,4,O02120,
M002239,D002239,2026-07-24 14:00:00,ISSUE,SKU011,B0101,L011,1,O02121,
M002240,D002240,2026-07-24 14:00:00,ISSUE,SKU014,B0103,L014,1,O02122,
M002241,D002241,2026-07-24 14:00:00,ISSUE,SKU015,B0116,L015,5,O02123,
M002242,D002242,2026-07-24 14:00:00,ISSUE,SKU016,B0131,L016,3,O02124,
M002243,D002243,2026-07-24 14:00:00,ISSUE,SKU018,B0089,L018,3,O02125,
M002244,D002244,2026-07-24 14:00:00,ISSUE,SKU021,B0073,L021,2,O02126,
M002245,D002245,2026-07-24 14:00:00,ISSUE,SKU021,B0105,L021,1,O02126,
M002246,D002246,2026-07-24 14:00:00,ISSUE,SKU022,B0106,L022,3,O02127,
M002247,D002247,2026-07-24 14:00:00,ISSUE,SKU024,B0107,L024,2,O02128,
M002248,D002248,2026-07-24 14:00:00,ISSUE,SKU027,B0078,L027,1,O02129,
M002249,D002249,2026-07-24 14:00:00,ISSUE,SKU028,B0079,L028,4,O02130,
M002250,D002250,2026-07-24 14:00:00,ISSUE,SKU002,B0122,L002,1,O02132,
M002251,D002251,2026-07-24 14:00:00,ISSUE,SKU004,B0124,L004,4,O02133,
M002252,D002252,2026-07-24 14:00:00,ISSUE,SKU005,B0125,L005,6,O02134,
M002253,D002253,2026-07-24 14:00:00,ISSUE,SKU009,B0129,L009,4,O02135,
M002254,D002254,2026-07-24 14:00:00,ISSUE,SKU011,B0101,L011,5,O02136,
M002255,D002255,2026-07-24 14:00:00,ISSUE,SKU020,B0133,L020,1,O02137,
M002256,D002256,2026-07-24 14:00:00,ISSUE,SKU026,B0056,L026,1,O02138,
M002257,D002257,2026-07-24 14:00:00,ISSUE,SKU027,B0078,L027,3,O02139,
M002258,D002258,2026-07-24 14:00:00,ISSUE,SKU027,B0108,L027,1,O02139,
M002259,D002259,2026-07-24 14:00:00,ISSUE,SKU028,B0079,L028,6,O02140,
M002260,D002260,2026-07-24 14:00:00,ISSUE,SKU003,B0123,L003,3,O02141,
M002261,D002261,2026-07-24 14:00:00,ISSUE,SKU004,B0124,L004,4,O02142,
M002262,D002262,2026-07-24 14:00:00,ISSUE,SKU005,B0125,L005,3,O02143,
M002263,D002263,2026-07-24 14:00:00,ISSUE,SKU006,B0126,L006,3,O02144,
M002264,D002264,2026-07-24 14:00:00,ISSUE,SKU008,B0038,L008,1,O02145,
M002265,D002265,2026-07-24 14:00:00,ISSUE,SKU008,B0128,L008,3,O02145,
M002266,D002266,2026-07-24 14:00:00,ISSUE,SKU009,B0129,L009,4,O02146,
M002267,D002267,2026-07-24 14:00:00,ISSUE,SKU011,B0101,L011,4,O02147,
M002268,D002268,2026-07-24 14:00:00,ISSUE,SKU011,B0130,L011,3,O02147,
M002269,D002269,2026-07-24 14:00:00,ISSUE,SKU019,B0049,L019,6,O02148,
M002270,D002270,2026-07-24 14:00:00,ISSUE,SKU023,B0075,L023,7,O02149,
M002271,D002271,2026-07-24 14:00:00,ISSUE,SKU024,B0107,L024,4,O02150,
