order_line_id,order_id,order_time,store_id,sku,requested_qty,promised_ship_time,actual_ship_time
O02254,ORD047S4,2026-07-26 10:00:00,S4,SKU004,9,2026-07-26 18:00:00,2026-07-26 14:00:00
O02255,ORD047S4,2026-07-26 10:00:00,S4,SKU006,7,2026-07-26 18:00:00,2026-07-26 14:00:00
O02256,ORD047S4,2026-07-26 10:00:00,S4,SKU007,2,2026-07-26 18:00:00,2026-07-26 14:00:00
O02257,ORD047S4,2026-07-26 10:00:00,S4,SKU009,2,2026-07-26 18:00:00,2026-07-26 14:00:00
O02258,ORD047S4,2026-07-26 10:00:00,S4,SKU011,5,2026-07-26 18:00:00,2026-07-26 14:00:00
O02259,ORD047S4,2026-07-26 10:00:00,S4,SKU016,4,2026-07-26 18:00:00,2026-07-26 14:00:00
O02260,ORD047S4,2026-07-26 10:00:00,S4,SKU023,9,2026-07-26 18:00:00,2026-07-26 14:00:00
O02261,ORD047S4,2026-07-26 10:00:00,S4,SKU027,4,2026-07-26 18:00:00,2026-07-26 14:00:00
O02262,ORD047S5,2026-07-26 10:00:00,S5,SKU001,4,2026-07-26 18:00:00,
O02263,ORD047S5,2026-07-26 10:00:00,S5,SKU002,5,2026-07-26 18:00:00,2026-07-26 14:00:00
O02264,ORD047S5,2026-07-26 10:00:00,S5,SKU004,5,2026-07-26 18:00:00,2026-07-26 14:00:00
O02265,ORD047S5,2026-07-26 10:00:00,S5,SKU006,1,2026-07-26 18:00:00,2026-07-26 14:00:00
O02266,ORD047S5,2026-07-26 10:00:00,S5,SKU008,6,2026-07-26 18:00:00,2026-07-26 14:00:00
O02267,ORD047S5,2026-07-26 10:00:00,S5,SKU012,1,2026-07-26 18:00:00,2026-07-26 14:00:00
O02268,ORD047S5,2026-07-26 10:00:00,S5,SKU015,2,2026-07-26 18:00:00,2026-07-26 14:00:00
O02269,ORD047S5,2026-07-26 10:00:00,S5,SKU016,4,2026-07-26 18:00:00,2026-07-26 14:00:00
O02270,ORD047S5,2026-07-26 10:00:00,S5,SKU017,1,2026-07-26 18:00:00,2026-07-26 14:00:00
O02271,ORD047S5,2026-07-26 10:00:00,S5,SKU021,1,2026-07-26 18:00:00,2026-07-26 14:00:00
O02272,ORD047S5,2026-07-26 10:00:00,S5,SKU022,6,2026-07-26 18:00:00,2026-07-26 14:00:00
O02273,ORD047S5,2026-07-26 10:00:00,S5,SKU024,4,2026-07-26 18:00:00,2026-07-26 14:00:00
O02274,ORD047S5,2026-07-26 10:00:00,S5,SKU028,2,2026-07-26 18:00:00,2026-07-26 14:00:00
O02275,ORD048S1,2026-07-27 10:00:00,S1,SKU002,2,2026-07-27 18:00:00,2026-07-27 14:00:00
O02276,ORD048S1,2026-07-27 10:00:00,S1,SKU003,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02277,ORD048S1,2026-07-27 10:00:00,S1,SKU004,2,2026-07-27 18:00:00,2026-07-27 14:00:00
O02278,ORD048S1,2026-07-27 10:00:00,S1,SKU014,2,2026-07-27 18:00:00,2026-07-27 14:00:00
O02279,ORD048S1,2026-07-27 10:00:00,S1,SKU020,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02280,ORD048S1,2026-07-27 10:00:00,S1,SKU022,2,2026-07-27 18:00:00,2026-07-27 14:00:00
O02281,ORD048S1,2026-07-27 10:00:00,S1,SKU024,2,2026-07-27 18:00:00,2026-07-27 14:00:00
O02282,ORD048S1,2026-07-27 10:00:00,S1,SKU026,1,2026-07-27 18:00:00,2026-07-27 14:00:00
O02283,ORD048S1,2026-07-27 10:00:00,S1,SKU027,1,2026-07-27 18:00:00,2026-07-27 14:00:00
O02284,ORD048S2,2026-07-27 10:00:00,S2,SKU001,5,2026-07-27 18:00:00,
O02285,ORD048S2,2026-07-27 10:00:00,S2,SKU003,3,2026-07-27 18:00:00,2026-07-27 14:00:00
O02286,ORD048S2,2026-07-27 10:00:00,S2,SKU004,1,2026-07-27 18:00:00,2026-07-27 14:00:00
O02287,ORD048S2,2026-07-27 10:00:00,S2,SKU005,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02288,ORD048S2,2026-07-27 10:00:00,S2,SKU006,1,2026-07-27 18:00:00,2026-07-27 14:00:00
O02289,ORD048S2,2026-07-27 10:00:00,S2,SKU011,1,2026-07-27 18:00:00,2026-07-27 14:00:00
O02290,ORD048S2,2026-07-27 10:00:00,S2,SKU012,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02291,ORD048S2,2026-07-27 10:00:00,S2,SKU023,3,2026-07-27 18:00:00,2026-07-27 14:00:00
O02292,ORD048S2,2026-07-27 10:00:00,S2,SKU024,1,2026-07-27 18:00:00,2026-07-27 14:00:00
O02293,ORD048S2,2026-07-27 10:00:00,S2,SKU027,3,2026-07-27 18:00:00,2026-07-27 14:00:00
O02294,ORD048S2,2026-07-27 10:00:00,S2,SKU028,3,2026-07-27 18:00:00,2026-07-27 14:00:00
O02295,ORD048S3,2026-07-27 10:00:00,S3,SKU001,4,2026-07-27 18:00:00,
O02296,ORD048S3,2026-07-27 10:00:00,S3,SKU002,5,2026-07-27 18:00:00,2026-07-27 14:00:00
O02297,ORD048S3,2026-07-27 10:00:00,S3,SKU004,5,2026-07-27 18:00:00,2026-07-27 14:00:00
O02298,ORD048S3,2026-07-27 10:00:00,S3,SKU006,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02299,ORD048S3,2026-07-27 10:00:00,S3,SKU007,2,2026-07-27 18:00:00,2026-07-27 14:00:00
O02300,ORD048S3,2026-07-27 10:00:00,S3,SKU011,1,2026-07-27 18:00:00,2026-07-27 14:00:00
O02301,ORD048S3,2026-07-27 10:00:00,S3,SKU012,1,2026-07-27 18:00:00,2026-07-27 14:00:00
O02302,ORD048S3,2026-07-27 10:00:00,S3,SKU017,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02303,ORD048S3,2026-07-27 10:00:00,S3,SKU021,5,2026-07-27 18:00:00,2026-07-27 14:00:00
O02304,ORD048S3,2026-07-27 10:00:00,S3,SKU025,6,2026-07-27 18:00:00,2026-07-27 14:00:00
O02305,ORD048S4,2026-07-27 10:00:00,S4,SKU001,7,2026-07-27 18:00:00,
O02306,ORD048S4,2026-07-27 10:00:00,S4,SKU004,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02307,ORD048S4,2026-07-27 10:00:00,S4,SKU005,6,2026-07-27 18:00:00,2026-07-27 14:00:00
O02308,ORD048S4,2026-07-27 10:00:00,S4,SKU019,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02309,ORD048S4,2026-07-27 10:00:00,S4,SKU021,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02310,ORD048S4,2026-07-27 10:00:00,S4,SKU023,7,2026-07-27 18:00:00,2026-07-27 14:00:00
O02311,ORD048S4,2026-07-27 10:00:00,S4,SKU027,7,2026-07-27 18:00:00,2026-07-27 14:00:00
O02312,ORD048S5,2026-07-27 10:00:00,S5,SKU001,2,2026-07-27 18:00:00,
O02313,ORD048S5,2026-07-27 10:00:00,S5,SKU003,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02314,ORD048S5,2026-07-27 10:00:00,S5,SKU004,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02315,ORD048S5,2026-07-27 10:00:00,S5,SKU006,2,2026-07-27 18:00:00,2026-07-27 14:00:00
O02316,ORD048S5,2026-07-27 10:00:00,S5,SKU008,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02317,ORD048S5,2026-07-27 10:00:00,S5,SKU009,2,2026-07-27 18:00:00,2026-07-27 14:00:00
O02318,ORD048S5,2026-07-27 10:00:00,S5,SKU015,1,2026-07-27 18:00:00,2026-07-27 14:00:00
O02319,ORD048S5,2026-07-27 10:00:00,S5,SKU020,2,2026-07-27 18:00:00,2026-07-27 14:00:00
O02320,ORD048S5,2026-07-27 10:00:00,S5,SKU022,3,2026-07-27 18:00:00,2026-07-27 14:00:00
O02321,ORD048S5,2026-07-27 10:00:00,S5,SKU025,1,2026-07-27 18:00:00,2026-07-27 14:00:00
O02322,ORD048S5,2026-07-27 10:00:00,S5,SKU026,4,2026-07-27 18:00:00,2026-07-27 14:00:00
O02323,ORD049S1,2026-07-28 10:00:00,S1,SKU003,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02324,ORD049S1,2026-07-28 10:00:00,S1,SKU004,4,2026-07-28 18:00:00,2026-07-28 14:00:00
O02325,ORD049S1,2026-07-28 10:00:00,S1,SKU014,2,2026-07-28 18:00:00,2026-07-28 14:00:00
O02326,ORD049S1,2026-07-28 10:00:00,S1,SKU024,3,2026-07-28 18:00:00,2026-07-28 14:00:00
O02327,ORD049S1,2026-07-28 10:00:00,S1,SKU027,2,2026-07-28 18:00:00,2026-07-28 14:00:00
O02328,ORD049S2,2026-07-28 10:00:00,S2,SKU001,2,2026-07-28 18:00:00,
O02329,ORD049S2,2026-07-28 10:00:00,S2,SKU002,5,2026-07-28 18:00:00,2026-07-28 14:00:00
O02330,ORD049S2,2026-07-28 10:00:00,S2,SKU004,2,2026-07-28 18:00:00,2026-07-28 14:00:00
O02331,ORD049S2,2026-07-28 10:00:00,S2,SKU006,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02332,ORD049S2,2026-07-28 10:00:00,S2,SKU009,4,2026-07-28 18:00:00,2026-07-28 14:00:00
O02333,ORD049S2,2026-07-28 10:00:00,S2,SKU011,5,2026-07-28 18:00:00,2026-07-28 14:00:00
O02334,ORD049S2,2026-07-28 10:00:00,S2,SKU015,4,2026-07-28 18:00:00,2026-07-28 14:00:00
O02335,ORD049S2,2026-07-28 10:00:00,S2,SKU016,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02336,ORD049S2,2026-07-28 10:00:00,S2,SKU017,5,2026-07-28 18:00:00,2026-07-28 14:00:00
O02337,ORD049S2,2026-07-28 10:00:00,S2,SKU026,4,2026-07-28 18:00:00,2026-07-28 14:00:00
O02338,ORD049S3,2026-07-28 10:00:00,S3,SKU003,2,2026-07-28 18:00:00,2026-07-28 14:00:00
O02339,ORD049S3,2026-07-28 10:00:00,S3,SKU005,6,2026-07-28 18:00:00,2026-07-28 14:00:00
O02340,ORD049S3,2026-07-28 10:00:00,S3,SKU006,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02341,ORD049S3,2026-07-28 10:00:00,S3,SKU013,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02342,ORD049S3,2026-07-28 10:00:00,S3,SKU014,6,2026-07-28 18:00:00,2026-07-28 14:00:00
O02343,ORD049S3,2026-07-28 10:00:00,S3,SKU025,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02344,ORD049S4,2026-07-28 10:00:00,S4,SKU001,3,2026-07-28 18:00:00,
O02345,ORD049S4,2026-07-28 10:00:00,S4,SKU002,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02346,ORD049S4,2026-07-28 10:00:00,S4,SKU003,6,2026-07-28 18:00:00,2026-07-28 14:00:00
O02347,ORD049S4,2026-07-28 10:00:00,S4,SKU005,4,2026-07-28 18:00:00,2026-07-28 14:00:00
O02348,ORD049S4,2026-07-28 10:00:00,S4,SKU020,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02349,ORD049S4,2026-07-28 10:00:00,S4,SKU026,3,2026-07-28 18:00:00,2026-07-28 14:00:00
O02350,ORD049S4,2026-07-28 10:00:00,S4,SKU028,4,2026-07-28 18:00:00,2026-07-28 14:00:00
O02351,ORD049S5,2026-07-28 10:00:00,S5,SKU003,2,2026-07-28 18:00:00,2026-07-28 14:00:00
O02352,ORD049S5,2026-07-28 10:00:00,S5,SKU005,2,2026-07-28 18:00:00,2026-07-28 14:00:00
O02353,ORD049S5,2026-07-28 10:00:00,S5,SKU006,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02354,ORD049S5,2026-07-28 10:00:00,S5,SKU007,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02355,ORD049S5,2026-07-28 10:00:00,S5,SKU009,2,2026-07-28 18:00:00,2026-07-28 14:00:00
O02356,ORD049S5,2026-07-28 10:00:00,S5,SKU011,4,2026-07-28 18:00:00,2026-07-28 14:00:00
O02357,ORD049S5,2026-07-28 10:00:00,S5,SKU013,4,2026-07-28 18:00:00,2026-07-28 14:00:00
O02358,ORD049S5,2026-07-28 10:00:00,S5,SKU016,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02359,ORD049S5,2026-07-28 10:00:00,S5,SKU024,1,2026-07-28 18:00:00,2026-07-28 14:00:00
O02360,ORD049S5,2026-07-28 10:00:00,S5,SKU025,4,2026-07-28 18:00:00,2026-07-28 14:00:00
O02361,ORD050S1,2026-07-29 10:00:00,S1,SKU001,1,2026-07-29 18:00:00,
O02362,ORD050S1,2026-07-29 10:00:00,S1,SKU002,2,2026-07-29 18:00:00,2026-07-29 14:00:00
O02363,ORD050S1,2026-07-29 10:00:00,S1,SKU003,2,2026-07-29 18:00:00,2026-07-29 14:00:00
O02364,ORD050S1,2026-07-29 10:00:00,S1,SKU004,4,2026-07-29 18:00:00,2026-07-29 14:00:00
O02365,ORD050S1,2026-07-29 10:00:00,S1,SKU005,1,2026-07-29 18:00:00,2026-07-29 14:00:00
O02366,ORD050S1,2026-07-29 10:00:00,S1,SKU006,3,2026-07-29 18:00:00,2026-07-29 14:00:00
O02367,ORD050S1,2026-07-29 10:00:00,S1,SKU009,3,2026-07-29 18:00:00,2026-07-29 14:00:00
O02368,ORD050S1,2026-07-29 10:00:00,S1,SKU012,2,2026-07-29 18:00:00,2026-07-29 14:00:00
O02369,ORD050S1,2026-07-29 10:00:00,S1,SKU022,1,2026-07-29 18:00:00,2026-07-29 14:00:00
O02370,ORD050S1,2026-07-29 10:00:00,S1,SKU027,3,2026-07-29 18:00:00,2026-07-29 14:00:00
O02371,ORD050S2,2026-07-29 10:00:00,S2,SKU003,1,2026-07-29 18:00:00,2026-07-29 14:00:00
O02372,ORD050S2,2026-07-29 10:00:00,S2,SKU004,1,2026-07-29 18:00:00,2026-07-29 14:00:00
O02373,ORD050S2,2026-07-29 10:00:00,S2,SKU017,5,2026-07-29 18:00:00,2026-07-29 14:00:00
O02374,ORD050S2,2026-07-29 10:00:00,S2,SKU020,2,2026-07-29 18:00:00,2026-07-29 14:00:00
O02375,ORD050S2,2026-07-29 10:00:00,S2,SKU021,5,2026-07-29 18:00:00,2026-07-29 14:00:00
O02376,ORD050S2,2026-07-29 10:00:00,S2,SKU023,5,2026-07-29 18:00:00,2026-07-29 14:00:00
O02377,ORD050S2,2026-07-29 10:00:00,S2,SKU024,4,2026-07-29 18:00:00,2026-07-29 14:00:00
O02378,ORD050S2,2026-07-29 10:00:00,S2,SKU028,3,2026-07-29 18:00:00,2026-07-29 14:00:00
O02379,ORD050S3,2026-07-29 10:00:00,S3,SKU001,2,2026-07-29 18:00:00,
O02380,ORD050S3,2026-07-29 10:00:00,S3,SKU002,2,2026-07-29 18:00:00,2026-07-29 14:00:00
O02381,ORD050S3,2026-07-29 10:00:00,S3,SKU003,6,2026-07-29 18:00:00,2026-07-29 14:00:00
O02382,ORD050S3,2026-07-29 10:00:00,S3,SKU004,1,2026-07-29 18:00:00,2026-07-29 14:00:00
O02383,ORD050S3,2026-07-29 10:00:00,S3,SKU005,1,2026-07-29 18:00:00,2026-07-29 14:00:00
O02384,ORD050S3,2026-07-29 10:00:00,S3,SKU009,2,2026-07-29 18:00:00,2026-07-29 14:00:00
O02385,ORD050S3,2026-07-29 10:00:00,S3,SKU014,1,2026-07-29 18:00:00,2026-07-29 14:00:00
O02386,ORD050S3,2026-07-29 10:00:00,S3,SKU017,4,2026-07-29 18:00:00,2026-07-29 14:00:00
O02387,ORD050S3,2026-07-29 10:00:00,S3,SKU020,6,2026-07-29 18:00:00,2026-07-29 14:00:00
O02388,ORD050S3,2026-07-29 10:00:00,S3,SKU023,2,2026-07-29 18:00:00,2026-07-29 14:00:00
O02389,ORD050S4,2026-07-29 10:00:00,S4,SKU002,4,2026-07-29 18:00:00,2026-07-29 14:00:00
O02390,ORD050S4,2026-07-29 10:00:00,S4,SKU003,7,2026-07-29 18:00:00,2026-07-29 14:00:00
O02391,ORD050S4,2026-07-29 10:00:00,S4,SKU004,4,2026-07-29 18:00:00,2026-07-29 14:00:00
O02392,ORD050S4,2026-07-29 10:00:00,S4,SKU007,3,2026-07-29 18:00:00,2026-07-29 14:00:00
O02393,ORD050S4,2026-07-29 10:00:00,S4,SKU011,3,2026-07-29 18:00:00,2026-07-29 14:00:00
O02394,ORD050S4,2026-07-29 10:00:00,S4,SKU013,7,2026-07-29 18:00:00,2026-07-29 14:00:00
O02395,ORD050S4,2026-07-29 10:00:00,S4,SKU014,6,2026-07-29 18:00:00,2026-07-29 14:00:00
O02396,ORD050S4,2026-07-29 10:00:00,S4,SKU015,6,2026-07-29 18:00:00,2026-07-29 14:00:00
O02397,ORD050S4,2026-07-29 10:00:00,S4,SKU023,1,2026-07-29 18:00:00,2026-07-29 14:00:00
O02398,ORD050S5,2026-07-29 10:00:00,S5,SKU001,1,2026-07-29 18:00:00,
O02399,ORD050S5,2026-07-29 10:00:00,S5,SKU002,4,2026-07-29 18:00:00,2026-07-29 14:00:00
O02400,ORD050S5,2026-07-29 10:00:00,S5,SKU004,2,2026-07-29 18:00:00,2026-07-29 14:00:00
O02401,ORD050S5,2026-07-29 10:00:00,S5,SKU005,2,2026-07-29 18:00:00,2026-07-29 14:00:00
O02402,ORD050S5,2026-07-29 10:00:00,S5,SKU006,4,2026-07-29 18:00:00,2026-07-29 14:00:00
O02403,ORD050S5,2026-07-29 10:00:00,S5,SKU015,3,2026-07-29 18:00:00,2026-07-29 14:00:00
O02404,ORD050S5,2026-07-29 10:00:00,S5,SKU024,2,2026-07-29 18:00:00,2026-07-29 14:00:00
O02405,ORD050S5,2026-07-29 10:00:00,S5,SKU025,1,2026-07-29 18:00:00,2026-07-29 14:00:00
O02406,ORD051S1,2026-07-30 10:00:00,S1,SKU001,1,2026-07-30 18:00:00,
O02407,ORD051S1,2026-07-30 10:00:00,S1,SKU002,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02408,ORD051S1,2026-07-30 10:00:00,S1,SKU003,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02409,ORD051S1,2026-07-30 10:00:00,S1,SKU005,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02410,ORD051S1,2026-07-30 10:00:00,S1,SKU006,4,2026-07-30 18:00:00,2026-07-30 14:00:00
O02411,ORD051S1,2026-07-30 10:00:00,S1,SKU009,4,2026-07-30 18:00:00,2026-07-30 14:00:00
O02412,ORD051S1,2026-07-30 10:00:00,S1,SKU011,3,2026-07-30 18:00:00,2026-07-30 14:00:00
O02413,ORD051S1,2026-07-30 10:00:00,S1,SKU013,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02414,ORD051S1,2026-07-30 10:00:00,S1,SKU019,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02415,ORD051S1,2026-07-30 10:00:00,S1,SKU020,4,2026-07-30 18:00:00,2026-07-30 14:00:00
O02416,ORD051S1,2026-07-30 10:00:00,S1,SKU022,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02417,ORD051S1,2026-07-30 10:00:00,S1,SKU024,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02418,ORD051S1,2026-07-30 10:00:00,S1,SKU027,4,2026-07-30 18:00:00,2026-07-30 14:00:00
O02419,ORD051S2,2026-07-30 10:00:00,S2,SKU004,4,2026-07-30 18:00:00,2026-07-30 14:00:00
O02420,ORD051S2,2026-07-30 10:00:00,S2,SKU006,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02421,ORD051S2,2026-07-30 10:00:00,S2,SKU007,1,2026-07-30 18:00:00,2026-07-30 14:00:00
O02422,ORD051S2,2026-07-30 10:00:00,S2,SKU011,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02423,ORD051S2,2026-07-30 10:00:00,S2,SKU024,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02424,ORD051S2,2026-07-30 10:00:00,S2,SKU026,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02425,ORD051S2,2026-07-30 10:00:00,S2,SKU028,3,2026-07-30 18:00:00,2026-07-30 14:00:00
O02426,ORD051S3,2026-07-30 10:00:00,S3,SKU003,6,2026-07-30 18:00:00,2026-07-30 14:00:00
O02427,ORD051S3,2026-07-30 10:00:00,S3,SKU004,1,2026-07-30 18:00:00,2026-07-30 14:00:00
O02428,ORD051S3,2026-07-30 10:00:00,S3,SKU007,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02429,ORD051S3,2026-07-30 10:00:00,S3,SKU013,4,2026-07-30 18:00:00,2026-07-30 14:00:00
O02430,ORD051S3,2026-07-30 10:00:00,S3,SKU017,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02431,ORD051S3,2026-07-30 10:00:00,S3,SKU020,4,2026-07-30 18:00:00,2026-07-30 14:00:00
O02432,ORD051S3,2026-07-30 10:00:00,S3,SKU021,6,2026-07-30 18:00:00,2026-07-30 14:00:00
O02433,ORD051S3,2026-07-30 10:00:00,S3,SKU022,5,2026-07-30 18:00:00,2026-07-30 14:00:00
O02434,ORD051S3,2026-07-30 10:00:00,S3,SKU023,6,2026-07-30 18:00:00,2026-07-30 14:00:00
O02435,ORD051S4,2026-07-30 10:00:00,S4,SKU001,3,2026-07-30 18:00:00,
O02436,ORD051S4,2026-07-30 10:00:00,S4,SKU002,4,2026-07-30 18:00:00,2026-07-30 14:00:00
O02437,ORD051S4,2026-07-30 10:00:00,S4,SKU004,7,2026-07-30 18:00:00,2026-07-30 14:00:00
O02438,ORD051S4,2026-07-30 10:00:00,S4,SKU005,6,2026-07-30 18:00:00,2026-07-30 14:00:00
O02439,ORD051S4,2026-07-30 10:00:00,S4,SKU009,6,2026-07-30 18:00:00,2026-07-30 14:00:00
O02440,ORD051S4,2026-07-30 10:00:00,S4,SKU012,6,2026-07-30 18:00:00,2026-07-30 14:00:00
O02441,ORD051S4,2026-07-30 10:00:00,S4,SKU015,4,2026-07-30 18:00:00,2026-07-30 14:00:00
O02442,ORD051S4,2026-07-30 10:00:00,S4,SKU016,6,2026-07-30 18:00:00,2026-07-30 14:00:00
O02443,ORD051S4,2026-07-30 10:00:00,S4,SKU019,6,2026-07-30 18:00:00,2026-07-30 14:00:00
O02444,ORD051S4,2026-07-30 10:00:00,S4,SKU024,4,2026-07-30 18:00:00,2026-07-30 14:00:00
O02445,ORD051S5,2026-07-30 10:00:00,S5,SKU001,2,2026-07-30 18:00:00,
O02446,ORD051S5,2026-07-30 10:00:00,S5,SKU002,1,2026-07-30 18:00:00,2026-07-30 14:00:00
O02447,ORD051S5,2026-07-30 10:00:00,S5,SKU006,3,2026-07-30 18:00:00,2026-07-30 14:00:00
O02448,ORD051S5,2026-07-30 10:00:00,S5,SKU015,1,2026-07-30 18:00:00,2026-07-30 14:00:00
O02449,ORD051S5,2026-07-30 10:00:00,S5,SKU018,2,2026-07-30 18:00:00,2026-07-30 14:00:00
O02450,ORD051S5,2026-07-30 10:00:00,S5,SKU019,4,2026-07-30 18:00:00,2026-07-30 14:00:00
O02451,ORD052S1,2026-07-31 10:00:00,S1,SKU001,2,2026-07-31 18:00:00,
O02452,ORD052S1,2026-07-31 10:00:00,S1,SKU003,3,2026-07-31 18:00:00,2026-07-31 14:00:00
O02453,ORD052S1,2026-07-31 10:00:00,S1,SKU004,4,2026-07-31 18:00:00,2026-07-31 14:00:00
O02454,ORD052S1,2026-07-31 10:00:00,S1,SKU005,1,2026-07-31 18:00:00,2026-07-31 14:00:00
O02455,ORD052S1,2026-07-31 10:00:00,S1,SKU006,2,2026-07-31 18:00:00,2026-07-31 14:00:00
O02456,ORD052S1,2026-07-31 10:00:00,S1,SKU008,2,2026-07-31 18:00:00,2026-07-31 14:00:00
O02457,ORD052S1,2026-07-31 10:00:00,S1,SKU018,2,2026-07-31 18:00:00,2026-07-31 14:00:00
O02458,ORD052S1,2026-07-31 10:00:00,S1,SKU025,4,2026-07-31 18:00:00,2026-07-31 14:00:00
O02459,ORD052S2,2026-07-31 10:00:00,S2,SKU002,4,2026-07-31 18:00:00,2026-07-31 14:00:00
O02460,ORD052S2,2026-07-31 10:00:00,S2,SKU003,3,2026-07-31 18:00:00,2026-07-31 14:00:00
O02461,ORD052S2,2026-07-31 10:00:00,S2,SKU004,2,2026-07-31 18:00:00,2026-07-31 14:00:00
O02462,ORD052S2,2026-07-31 10:00:00,S2,SKU005,1,2026-07-31 18:00:00,2026-07-31 14:00:00
O02463,ORD052S2,2026-07-31 10:00:00,S2,SKU006,4,2026-07-31 18:00:00,2026-07-31 14:00:00
O02464,ORD052S2,2026-07-31 10:00:00,S2,SKU009,2,2026-07-31 18:00:00,2026-07-31 14:00:00
O02465,ORD052S2,2026-07-31 10:00:00,S2,SKU012,2,2026-07-31 18:00:00,2026-07-31 14:00:00
O02466,ORD052S2,2026-07-31 10:00:00,S2,SKU014,4,2026-07-31 18:00:00,2026-07-31 14:00:00
O02467,ORD052S2,2026-07-31 10:00:00,S2,SKU018,4,2026-07-31 18:00:00,2026-07-31 14:00:00
O02468,ORD052S2,2026-07-31 10:00:00,S2,SKU020,4,2026-07-31 18:00:00,2026-07-31 14:00:00
O02469,ORD052S2,2026-07-31 10:00:00,S2,SKU022,1,2026-07-31 18:00:00,2026-07-31 14:00:00
O02470,ORD052S2,2026-07-31 10:00:00,S2,SKU024,4,2026-07-31 18:00:00,2026-07-31 14:00:00
O02471,ORD052S3,2026-07-31 10:00:00,S3,SKU002,4,2026-07-31 18:00:00,2026-07-31 14:00:00
O02472,ORD052S3,2026-07-31 10:00:00,S3,SKU003,5,2026-07-31 18:00:00,2026-07-31 14:00:00
O02473,ORD052S3,2026-07-31 10:00:00,S3,SKU004,1,2026-07-31 18:00:00,2026-07-31 14:00:00
O02474,ORD052S3,2026-07-31 10:00:00,S3,SKU005,1,2026-07-31 18:00:00,2026-07-31 14:00:00
O02475,ORD052S3,2026-07-31 10:00:00,S3,SKU006,2,2026-07-31 18:00:00,2026-07-31 14:00:00
O02476,ORD052S3,2026-07-31 10:00:00,S3,SKU009,4,2026-07-31 18:00:00,2026-07-31 14:00:00
O02477,ORD052S3,2026-07-31 10:00:00,S3,SKU011,6,2026-07-31 18:00:00,2026-07-31 14:00:00
O02478,ORD052S3,2026-07-31 10:00:00,S3,SKU016,1,2026-07-31 18:00:00,2026-07-31 14:00:00
O02479,ORD052S3,2026-07-31 10:00:00,S3,SKU018,2,2026-07-31 18:00:00,2026-07-31 14:00:00
O02480,ORD052S3,2026-07-31 10:00:00,S3,SKU021,2,2026-07-31 18:00:00,2026-07-31 14:00:00
O02481,ORD052S3,2026-07-31 10:00:00,S3,SKU022,6,2026-07-31 18:00:00,2026-07-31 14:00:00
O02482,ORD052S3,2026-07-31 10:00:00,S3,SKU025,2,2026-07-31 18:00:00,2026-07-31 14:00:00
O02483,ORD052S4,2026-07-31 10:00:00,S4,SKU001,7,2026-07-31 18:00:00,
O02484,ORD052S4,2026-07-31 10:00:00,S4,SKU003,6,2026-07-31 18:00:00,2026-07-31 14:00:00
O02485,ORD052S4,2026-07-31 10:00:00,S4,SKU004,3,2026-07-31 18:00:00,2026-07-31 14:00:00
O02486,ORD052S4,2026-07-31 10:00:00,S4,SKU005,7,2026-07-31 18:00:00,2026-07-31 14:00:00
O02487,ORD052S4,2026-07-31 10:00:00,S4,SKU006,3,2026-07-31 18:00:00,2026-07-31 14:00:00
O02488,ORD052S4,2026-07-31 10:00:00,S4,SKU007,4,2026-07-31 18:00:00,2026-07-31 14:00:00
