date,sku,closing_qty
2026-08-14,SKU018,120
2026-08-14,SKU019,151
2026-08-14,SKU020,171
2026-08-14,SKU021,146
2026-08-14,SKU022,88
2026-08-14,SKU023,157
2026-08-14,SKU024,176
2026-08-14,SKU025,123
2026-08-14,SKU026,160
2026-08-14,SKU027,113
2026-08-14,SKU028,108
2026-08-14,SKU029,232
2026-08-14,SKU030,240
2026-08-15,SKU001,58
2026-08-15,SKU002,127
2026-08-15,SKU003,50
2026-08-15,SKU004,32
2026-08-15,SKU005,109
2026-08-15,SKU006,140
2026-08-15,SKU007,100
2026-08-15,SKU008,169
2026-08-15,SKU009,94
2026-08-15,SKU010,237
2026-08-15,SKU011,122
2026-08-15,SKU012,169
2026-08-15,SKU013,161
2026-08-15,SKU014,100
2026-08-15,SKU015,130
2026-08-15,SKU016,162
2026-08-15,SKU017,154
2026-08-15,SKU018,120
2026-08-15,SKU019,145
2026-08-15,SKU020,171
2026-08-15,SKU021,140
2026-08-15,SKU022,87
2026-08-15,SKU023,150
2026-08-15,SKU024,176
2026-08-15,SKU025,120
2026-08-15,SKU026,158
2026-08-15,SKU027,113
2026-08-15,SKU028,101
2026-08-15,SKU029,232
2026-08-15,SKU030,240
2026-08-16,SKU001,38
2026-08-16,SKU002,115
2026-08-16,SKU003,31
2026-08-16,SKU004,25
2026-08-16,SKU005,99
2026-08-16,SKU006,122
2026-08-16,SKU007,93
2026-08-16,SKU008,161
2026-08-16,SKU009,92
2026-08-16,SKU010,237
2026-08-16,SKU011,118
2026-08-16,SKU012,165
2026-08-16,SKU013,150
2026-08-16,SKU014,94
2026-08-16,SKU015,123
2026-08-16,SKU016,155
2026-08-16,SKU017,151
2026-08-16,SKU018,120
2026-08-16,SKU019,137
2026-08-16,SKU020,171
2026-08-16,SKU021,135
2026-08-16,SKU022,75
2026-08-16,SKU023,143
2026-08-16,SKU024,174
2026-08-16,SKU025,120
2026-08-16,SKU026,153
2026-08-16,SKU027,107
2026-08-16,SKU028,96
2026-08-16,SKU029,232
2026-08-16,SKU030,240
2026-08-17,SKU001,29
2026-08-17,SKU002,105
2026-08-17,SKU003,14
2026-08-17,SKU004,9
2026-08-17,SKU005,88
2026-08-17,SKU006,119
2026-08-17,SKU007,84
2026-08-17,SKU008,161
2026-08-17,SKU009,83
2026-08-17,SKU010,237
2026-08-17,SKU011,114
2026-08-17,SKU012,156
2026-08-17,SKU013,150
2026-08-17,SKU014,91
2026-08-17,SKU015,119
2026-08-17,SKU016,155
2026-08-17,SKU017,142
2026-08-17,SKU018,115
2026-08-17,SKU019,129
2026-08-17,SKU020,171
2026-08-17,SKU021,134
2026-08-17,SKU022,68
2026-08-17,SKU023,128
2026-08-17,SKU024,174
2026-08-17,SKU025,115
2026-08-17,SKU026,144
2026-08-17,SKU027,96
2026-08-17,SKU028,93
2026-08-17,SKU029,232
2026-08-17,SKU030,240
2026-08-18,SKU001,95
2026-08-18,SKU002,192
2026-08-18,SKU003,89
2026-08-18,SKU004,64
2026-08-18,SKU005,152
2026-08-18,SKU006,178
2026-08-18,SKU007,151
2026-08-18,SKU008,158
2026-08-18,SKU009,171
2026-08-18,SKU010,237
2026-08-18,SKU011,112
2026-08-18,SKU012,156
2026-08-18,SKU013,140
2026-08-18,SKU014,168
2026-08-18,SKU015,119
2026-08-18,SKU016,155
2026-08-18,SKU017,142
2026-08-18,SKU018,114
2026-08-18,SKU019,125
2026-08-18,SKU020,169
2026-08-18,SKU021,134
2026-08-18,SKU022,144
2026-08-18,SKU023,128
2026-08-18,SKU024,168
2026-08-18,SKU025,110
2026-08-18,SKU026,136
2026-08-18,SKU027,171
2026-08-18,SKU028,154
2026-08-18,SKU029,232
2026-08-18,SKU030,240
2026-08-19,SKU001,87
2026-08-19,SKU002,187
2026-08-19,SKU003,79
2026-08-19,SKU004,53
2026-08-19,SKU005,150
2026-08-19,SKU006,174
2026-08-19,SKU007,151
2026-08-19,SKU008,153
2026-08-19,SKU009,163
2026-08-19,SKU010,237
2026-08-19,SKU011,109
2026-08-19,SKU012,155
2026-08-19,SKU013,140
2026-08-19,SKU014,167
2026-08-19,SKU015,115
2026-08-19,SKU016,149
2026-08-19,SKU017,132
2026-08-19,SKU018,109
2026-08-19,SKU019,113
2026-08-19,SKU020,166
2026-08-19,SKU021,124
2026-08-19,SKU022,142
2026-08-19,SKU023,124
2026-08-19,SKU024,168
2026-08-19,SKU025,102
2026-08-19,SKU026,133
2026-08-19,SKU027,167
2026-08-19,SKU028,153
2026-08-19,SKU029,232
2026-08-19,SKU030,240
2026-08-20,SKU001,82
2026-08-20,SKU002,170
2026-08-20,SKU003,75
2026-08-20,SKU004,49
2026-08-20,SKU005,137
2026-08-20,SKU006,165
2026-08-20,SKU007,151
2026-08-20,SKU008,148
2026-08-20,SKU009,160
2026-08-20,SKU010,237
2026-08-20,SKU011,101
2026-08-20,SKU012,149
2026-08-20,SKU013,135
2026-08-20,SKU014,155
2026-08-20,SKU015,109
2026-08-20,SKU016,143
2026-08-20,SKU017,129
2026-08-20,SKU018,107
2026-08-20,SKU019,110
2026-08-20,SKU020,166
2026-08-20,SKU021,116
2026-08-20,SKU022,140
2026-08-20,SKU023,118
2026-08-20,SKU024,167
2026-08-20,SKU025,97
2026-08-20,SKU026,129
2026-08-20,SKU027,159
2026-08-20,SKU028,145
2026-08-20,SKU029,232
2026-08-20,SKU030,240
2026-08-21,SKU001,73
2026-08-21,SKU002,164
2026-08-21,SKU003,68
2026-08-21,SKU004,34
2026-08-21,SKU005,121
2026-08-21,SKU006,153
2026-08-21,SKU007,145
2026-08-21,SKU008,142
2026-08-21,SKU009,155
2026-08-21,SKU010,237
2026-08-21,SKU011,101
2026-08-21,SKU012,149
2026-08-21,SKU013,131
2026-08-21,SKU014,151
2026-08-21,SKU015,107
2026-08-21,SKU016,139
2026-08-21,SKU017,124
2026-08-21,SKU018,94
2026-08-21,SKU019,110
2026-08-21,SKU020,166
2026-08-21,SKU021,112
2026-08-21,SKU022,137
2026-08-21,SKU023,118
2026-08-21,SKU024,165
2026-08-21,SKU025,97
2026-08-21,SKU026,126
2026-08-21,SKU027,158
2026-08-21,SKU028,144
2026-08-21,SKU029,232
2026-08-21,SKU030,240
2026-08-22,SKU001,57
2026-08-22,SKU002,149
2026-08-22,SKU003,54
2026-08-22,SKU004,26
2026-08-22,SKU005,107
2026-08-22,SKU006,145
2026-08-22,SKU007,133
2026-08-22,SKU008,138
2026-08-22,SKU009,150
2026-08-22,SKU010,237
2026-08-22,SKU011,99
2026-08-22,SKU012,146
2026-08-22,SKU013,123
2026-08-22,SKU014,142
2026-08-22,SKU015,102
2026-08-22,SKU016,134
2026-08-22,SKU017,124
2026-08-22,SKU018,83
2026-08-22,SKU019,110
2026-08-22,SKU020,162
2026-08-22,SKU021,105
2026-08-22,SKU022,125
2026-08-22,SKU023,111
2026-08-22,SKU024,162
2026-08-22,SKU025,97
2026-08-22,SKU026,114
2026-08-22,SKU027,157
2026-08-22,SKU028,131
2026-08-22,SKU029,232
2026-08-22,SKU030,240
2026-08-23,SKU001,36
2026-08-23,SKU002,142
2026-08-23,SKU003,40
2026-08-23,SKU004,6
2026-08-23,SKU005,100
2026-08-23,SKU006,126
2026-08-23,SKU007,133
2026-08-23,SKU008,129
2026-08-23,SKU009,148
2026-08-23,SKU010,237
2026-08-23,SKU011,92
2026-08-23,SKU012,138
2026-08-23,SKU013,114
2026-08-23,SKU014,133
2026-08-23,SKU015,96
2026-08-23,SKU016,122
2026-08-23,SKU017,105
2026-08-23,SKU018,83
2026-08-23,SKU019,105
2026-08-23,SKU020,160
2026-08-23,SKU021,102
2026-08-23,SKU022,113
2026-08-23,SKU023,104
2026-08-23,SKU024,155
2026-08-23,SKU025,89
2026-08-23,SKU026,114
2026-08-23,SKU027,151
2026-08-23,SKU028,131
2026-08-23,SKU029,223
2026-08-23,SKU030,240
2026-08-24,SKU001,31
2026-08-24,SKU002,133
2026-08-24,SKU003,33
2026-08-24,SKU004,0
2026-08-24,SKU005,94
2026-08-24,SKU006,121
2026-08-24,SKU007,129
2026-08-24,SKU008,124
2026-08-24,SKU009,141
2026-08-24,SKU010,237
2026-08-24,SKU011,88
2026-08-24,SKU012,136
2026-08-24,SKU013,114
2026-08-24,SKU014,126
2026-08-24,SKU015,89
2026-08-24,SKU016,110
2026-08-24,SKU017,104
2026-08-24,SKU018,83
2026-08-24,SKU019,101
2026-08-24,SKU020,154
2026-08-24,SKU021,96
2026-08-24,SKU022,109
2026-08-24,SKU023,104
2026-08-24,SKU024,154
2026-08-24,SKU025,87
2026-08-24,SKU026,113
2026-08-24,SKU027,151
2026-08-24,SKU028,125
2026-08-24,SKU029,223
2026-08-24,SKU030,240
2026-08-25,SKU001,113
2026-08-25,SKU002,119
2026-08-25,SKU003,97
2026-08-25,SKU004,61
2026-08-25,SKU005,160
2026-08-25,SKU006,208
2026-08-25,SKU007,129
2026-08-25,SKU008,124
2026-08-25,SKU009,140
2026-08-25,SKU010,237
2026-08-25,SKU011,169
2026-08-25,SKU012,130
2026-08-25,SKU013,105
2026-08-25,SKU014,108
2026-08-25,SKU015,149
2026-08-25,SKU016,110
2026-08-25,SKU017,156
2026-08-25,SKU018,167
2026-08-25,SKU019,161
2026-08-25,SKU020,154
2026-08-25,SKU021,161
2026-08-25,SKU022,203
2026-08-25,SKU023,188
2026-08-25,SKU024,154
2026-08-25,SKU025,141
2026-08-25,SKU026,113
2026-08-25,SKU027,150
2026-08-25,SKU028,116
2026-08-25,SKU029,223
2026-08-25,SKU030,240
2026-08-26,SKU001,106
2026-08-26,SKU002,108
2026-08-26,SKU003,91
2026-08-26,SKU004,58
2026-08-26,SKU005,152
2026-08-26,SKU006,190
2026-08-26,SKU007,125
2026-08-26,SKU008,116
2026-08-26,SKU009,135
2026-08-26,SKU010,237
2026-08-26,SKU011,159
2026-08-26,SKU012,126
2026-08-26,SKU013,102
2026-08-26,SKU014,102
2026-08-26,SKU015,146
2026-08-26,SKU016,103
2026-08-26,SKU017,155
2026-08-26,SKU018,163
2026-08-26,SKU019,155
2026-08-26,SKU020,149
2026-08-26,SKU021,158
2026-08-26,SKU022,199
2026-08-26,SKU023,185
2026-08-26,SKU024,147
2026-08-26,SKU025,131
2026-08-26,SKU026,107
2026-08-26,SKU027,143
2026-08-26,SKU028,112
2026-08-26,SKU029,223
2026-08-26,SKU030,240
2026-08-27,SKU001,96
2026-08-27,SKU002,96
2026-08-27,SKU003,70
2026-08-27,SKU004,43
2026-08-27,SKU005,147
2026-08-27,SKU006,181
2026-08-27,SKU007,116
2026-08-27,SKU008,110
2026-08-27,SKU009,124
2026-08-27,SKU010,237
2026-08-27,SKU011,156
2026-08-27,SKU012,125
2026-08-27,SKU013,95
2026-08-27,SKU014,98
2026-08-27,SKU015,142
2026-08-27,SKU016,102
2026-08-27,SKU017,149
2026-08-27,SKU018,160
2026-08-27,SKU019,155
2026-08-27,SKU020,143
2026-08-27,SKU021,153
2026-08-27,SKU022,197
2026-08-27,SKU023,185
2026-08-27,SKU024,147
2026-08-27,SKU025,121
2026-08-27,SKU026,103
2026-08-27,SKU027,143
2026-08-27,SKU028,109
2026-08-27,SKU029,223
2026-08-27,SKU030,240
2026-08-28,SKU001,91
2026-08-28,SKU002,81
2026-08-28,SKU003,51
2026-08-28,SKU004,31
2026-08-28,SKU005,136
2026-08-28,SKU006,168
2026-08-28,SKU007,109
2026-08-28,SKU008,102
2026-08-28,SKU009,114
2026-08-28,SKU010,237
2026-08-28,SKU011,153
2026-08-28,SKU012,121
2026-08-28,SKU013,89
2026-08-28,SKU014,98
2026-08-28,SKU015,139
2026-08-28,SKU016,96
2026-08-28,SKU017,146
2026-08-28,SKU018,152
2026-08-28,SKU019,148
2026-08-28,SKU020,132
2026-08-28,SKU021,153
2026-08-28,SKU022,197
2026-08-28,SKU023,185
2026-08-28,SKU024,146
2026-08-28,SKU025,117
2026-08-28,SKU026,101
2026-08-28,SKU027,129
2026-08-28,SKU028,109
2026-08-28,SKU029,223
2026-08-28,SKU030,240
2026-08-29,SKU001,77
2026-08-29,SKU002,65
2026-08-29,SKU003,35
2026-08-29,SKU004,17
2026-08-29,SKU005,127
2026-08-29,SKU006,162
2026-08-29,SKU007,97
2026-08-29,SKU008,95
2026-08-29,SKU009,105
2026-08-29,SKU010,237
2026-08-29,SKU011,150
2026-08-29,SKU012,116
2026-08-29,SKU013,78
2026-08-29,SKU014,94
2026-08-29,SKU015,139
2026-08-29,SKU016,89
2026-08-29,SKU017,146
2026-08-29,SKU018,152
2026-08-29,SKU019,148
2026-08-29,SKU020,121
2026-08-29,SKU021,149
2026-08-29,SKU022,197
2026-08-29,SKU023,185
2026-08-29,SKU024,146
2026-08-29,SKU025,112
2026-08-29,SKU026,94
2026-08-29,SKU027,124
2026-08-29,SKU028,101
2026-08-29,SKU029,223
2026-08-29,SKU030,240
2026-08-30,SKU001,66
2026-08-30,SKU002,51
2026-08-30,SKU003,26
2026-08-30,SKU004,1
2026-08-30,SKU005,108
2026-08-30,SKU006,151
2026-08-30,SKU007,97
2026-08-30,SKU008,73
2026-08-30,SKU009,100
2026-08-30,SKU010,237
2026-08-30,SKU011,148
2026-08-30,SKU012,106
2026-08-30,SKU013,76
2026-08-30,SKU014,91
2026-08-30,SKU015,131
2026-08-30,SKU016,82
2026-08-30,SKU017,139
2026-08-30,SKU018,152
2026-08-30,SKU019,141
2026-08-30,SKU020,121
2026-08-30,SKU021,147
2026-08-30,SKU022,197
2026-08-30,SKU023,168
2026-08-30,SKU024,146
2026-08-30,SKU025,96
2026-08-30,SKU026,86
2026-08-30,SKU027,111
2026-08-30,SKU028,92
2026-08-30,SKU029,221
2026-08-30,SKU030,240
2026-08-31,SKU001,49
2026-08-31,SKU002,48
2026-08-31,SKU003,18
2026-08-31,SKU004,0
2026-08-31,SKU005,101
2026-08-31,SKU006,141
2026-08-31,SKU007,94
2026-08-31,SKU008,65
2026-08-31,SKU009,97
2026-08-31,SKU010,237
2026-08-31,SKU011,142
2026-08-31,SKU012,106
2026-08-31,SKU013,69
2026-08-31,SKU014,85
2026-08-31,SKU015,131
2026-08-31,SKU016,80
2026-08-31,SKU017,127
2026-08-31,SKU018,140
2026-08-31,SKU019,138
2026-08-31,SKU020,114
2026-08-31,SKU021,143
2026-08-31,SKU022,187
2026-08-31,SKU023,162
2026-08-31,SKU024,144
2026-08-31,SKU025,96
2026-08-31,SKU026,80
2026-08-31,SKU027,102
2026-08-31,SKU028,92
2026-08-31,SKU029,221
2026-08-31,SKU030,240
2026-09-01,SKU001,109
2026-09-01,SKU002,119
2026-09-01,SKU003,78
2026-09-01,SKU004,71
2026-09-01,SKU005,160
2026-09-01,SKU006,223
2026-09-01,SKU007,161
2026-09-01,SKU008,131
2026-09-01,SKU009,160
2026-09-01,SKU010,237
2026-09-01,SKU011,138
2026-09-01,SKU012,191
2026-09-01,SKU013,132
2026-09-01,SKU014,160
2026-09-01,SKU015,125
2026-09-01,SKU016,148
2026-09-01,SKU017,123
2026-09-01,SKU018,135
2026-09-01,SKU019,134
2026-09-01,SKU020,108
2026-09-01,SKU021,143
2026-09-01,SKU022,179
2026-09-01,SKU023,161
2026-09-01,SKU024,144
2026-09-01,SKU025,186
2026-09-01,SKU026,127
2026-09-01,SKU027,171
2026-09-01,SKU028,152
2026-09-01,SKU029,221
2026-09-01,SKU030,240
2026-09-02,SKU001,92
2026-09-02,SKU002,105
2026-09-02,SKU003,67
2026-09-02,SKU004,58
2026-09-02,SKU005,152
2026-09-02,SKU006,204
2026-09-02,SKU007,156
2026-09-02,SKU008,131
2026-09-02,SKU009,157
2026-09-02,SKU010,237
2026-09-02,SKU011,130
2026-09-02,SKU012,179
2026-09-02,SKU013,132
2026-09-02,SKU014,157
2026-09-02,SKU015,124
2026-09-02,SKU016,143
2026-09-02,SKU017,118
2026-09-02,SKU018,130
2026-09-02,SKU019,128
2026-09-02,SKU020,105
2026-09-02,SKU021,137
2026-09-02,SKU022,175
2026-09-02,SKU023,145
2026-09-02,SKU024,142
2026-09-02,SKU025,177
2026-09-02,SKU026,125
2026-09-02,SKU027,167
2026-09-02,SKU028,144
2026-09-02,SKU029,221
2026-09-02,SKU030,240
2026-09-03,SKU001,89
2026-09-03,SKU002,87
2026-09-03,SKU003,54
2026-09-03,SKU004,44
2026-09-03,SKU005,143
2026-09-03,SKU006,189
2026-09-03,SKU007,156
2026-09-03,SKU008,119
2026-09-03,SKU009,147
2026-09-03,SKU010,237
2026-09-03,SKU011,127
2026-09-03,SKU012,179
2026-09-03,SKU013,128
2026-09-03,SKU014,152
2026-09-03,SKU015,124
2026-09-03,SKU016,141
2026-09-03,SKU017,114
2026-09-03,SKU018,121
2026-09-03,SKU019,123
2026-09-03,SKU020,105
2026-09-03,SKU021,128
2026-09-03,SKU022,170
2026-09-03,SKU023,138
2026-09-03,SKU024,138
2026-09-03,SKU025,168
2026-09-03,SKU026,117
2026-09-03,SKU027,155
2026-09-03,SKU028,142
2026-09-03,SKU029,221
2026-09-03,SKU030,240
2026-09-04,SKU001,80
2026-09-04,SKU002,79
2026-09-04,SKU003,50
2026-09-04,SKU004,28
2026-09-04,SKU005,135
2026-09-04,SKU006,183
2026-09-04,SKU007,152
2026-09-04,SKU008,117
2026-09-04,SKU009,147
2026-09-04,SKU010,237
2026-09-04,SKU011,127
2026-09-04,SKU012,171
2026-09-04,SKU013,119
2026-09-04,SKU014,146
2026-09-04,SKU015,115
2026-09-04,SKU016,132
2026-09-04,SKU017,103
2026-09-04,SKU018,121
2026-09-04,SKU019,123
2026-09-04,SKU020,98
2026-09-04,SKU021,124
2026-09-04,SKU022,160
2026-09-04,SKU023,138
2026-09-04,SKU024,135
2026-09-04,SKU025,164
2026-09-04,SKU026,117
2026-09-04,SKU027,150
2026-09-04,SKU028,136
2026-09-04,SKU029,217
2026-09-04,SKU030,240
2026-09-05,SKU001,75
2026-09-05,SKU002,66
2026-09-05,SKU003,39
2026-09-05,SKU004,20
2026-09-05,SKU005,126
2026-09-05,SKU006,166
2026-09-05,SKU007,147
2026-09-05,SKU008,110
2026-09-05,SKU009,147
2026-09-05,SKU010,237
2026-09-05,SKU011,120
2026-09-05,SKU012,166
2026-09-05,SKU013,110
2026-09-05,SKU014,141
2026-09-05,SKU015,109
2026-09-05,SKU016,117
2026-09-05,SKU017,98
2026-09-05,SKU018,107
2026-09-05,SKU019,108
2026-09-05,SKU020,92
2026-09-05,SKU021,109
2026-09-05,SKU022,154
2026-09-05,SKU023,131
2026-09-05,SKU024,135
2026-09-05,SKU025,164
2026-09-05,SKU026,112
2026-09-05,SKU027,148
2026-09-05,SKU028,133
2026-09-05,SKU029,217
2026-09-05,SKU030,240
2026-09-06,SKU001,51
2026-09-06,SKU002,47
2026-09-06,SKU003,21
2026-09-06,SKU004,17
2026-09-06,SKU005,122
2026-09-06,SKU006,158
2026-09-06,SKU007,138
2026-09-06,SKU008,94
2026-09-06,SKU009,140
2026-09-06,SKU010,237
2026-09-06,SKU011,116
2026-09-06,SKU012,163
2026-09-06,SKU013,107
2026-09-06,SKU014,131
2026-09-06,SKU015,84
2026-09-06,SKU016,117
2026-09-06,SKU017,85
2026-09-06,SKU018,107
2026-09-06,SKU019,108
2026-09-06,SKU020,89
2026-09-06,SKU021,104
2026-09-06,SKU022,153
2026-09-06,SKU023,126
2026-09-06,SKU024,117
2026-09-06,SKU025,160
2026-09-06,SKU026,99
2026-09-06,SKU027,146
2026-09-06,SKU028,122
2026-09-06,SKU029,212
2026-09-06,SKU030,240
